
dump sentences\A-423_80_.txt	life	poultry	lost is	VP	[VBD, VBZ]	1
dump sentences\T-1568_4_.txt	grape	skin	-flesh or	CC	[CC]	1
dump sentences\A-155_23_.txt	seafood	tick bite	,	LIST	[,]	1
dump sentences\V-714_1_.txt	antioxidants	free radicals	to douse	PREP	[TO, VB]	1
dump sentences\V-157_24_.txt	pain	sustained	was	IS-A	[VBD]	2
dump sentences\V-814_0_.txt	coma	death	,	LIST	[,]	1
dump sentences\V-933_2_.txt	risk	colon cancer	, but of	AND-CONJ	[,, CC, IN]	2
dump sentences\V-920_4_.txt	smoking	can	, which	LIST	[,, WDT]	1
dump sentences\V-216_9_.txt	meats	processed meats	, but avoid	AND-CONJ	[,, CC, VB]	1
dump sentences\V-407_6_.txt	animal studies	algae	suggested that the	VP	[VBD, IN, DT]	1
dump sentences\V-290_14_.txt	therapy	high blood pressure	for	PREP	[IN]	1
dump sentences\A-478_4_.txt	mint	cumin	,	LIST	[,]	1
dump sentences\V-628_1_.txt	prunes	dried plums	to “	PREP	[TO, ``]	1
dump sentences\T-1208_43_.txt	apple juice	kimchi	,	LIST	[,]	2
dump sentences\T-1874_0_.txt	skin	mouth	,	LIST	[,]	2
dump sentences\V-539_5_.txt	risk	prostate cancer	of]	PREP	[IN, -RRB-]	2
dump sentences\V-127_15_.txt	eyes	blind	, go	LIST	[,, VB]	1
dump sentences\V-148_4_.txt	arsenic	tuna	, but	LIST	[,, CC]	1
dump sentences\T-505_5_.txt	who	plant-based diets	eat	VP	[VBP]	39
dump sentences\V-106_12_.txt	girls	dying	started	VP	[VBD]	2
dump sentences\V-409_21_.txt	vegetable	mustard greens	,	LIST	[,]	1
dump sentences\V-43_27_.txt	lemon	lime	-	-COMPOUND	[]	1
dump sentences\V-546_2_.txt	control	pain	,	LIST	[,]	2
dump sentences\V-802_3_.txt	carrots	sweet potatoes	,	LIST	[,]	1
dump sentences\V-103_26_.txt	bladder cancer	throat cancer	,	LIST	[,]	4
dump sentences\A-443_7_.txt	pregnancy	hormones	,	LIST	[,]	2
dump sentences\V-1184_8_.txt	health	formaldehyde	,	LIST	[,]	1
dump sentences\V-446_26_.txt	pig	blood	-	-COMPOUND	[]	1
dump sentences\A-267_5_.txt	cancer	lymphomas	,	LIST	[,]	1
dump sentences\T-606_1_.txt	eggs	processed meat	,	LIST	[,]	10
dump sentences\T-450_0_.txt	cholesterol	cocoa powder	, while	LIST	[,, IN]	2
dump sentences\T-161_0_.txt	vegetables	beets	such as	IS-A	[JJ, IN]	2
dump sentences\A-357_2_.txt	toxins	cooking	created by	VP	[VBN, IN]	1
dump sentences\V-567_12_.txt	cold hands	cold	,	LIST	[,]	1
dump sentences\A-323_1_.txt	cranberries	grapefruits	,	LIST	[,]	1
dump sentences\A-230_0_.txt	beans	split peas	,	LIST	[,]	28
dump sentences\V-737_6_.txt	olive oil	fruit juice	like	IS-A	[IN]	2
dump sentences\V-153_1_.txt	bananas	apple juice	,	LIST	[,]	2
dump sentences\V-353_8_.txt	contaminated	chicken	with	PREP	[IN]	2
dump sentences\V-323_9_.txt	who	nuts	ate	VP	[VBD]	1
dump sentences\V-15_157_.txt	early detection	cervical cancer	of	PREP	[IN]	1
dump sentences\V-1230_0_.txt	chicken	veggie chicken	to	PREP	[TO]	1
dump sentences\T-910_7_.txt	vegetarians	cadmium	had lower levels of	VP	[VBD, JJR, NNS, IN]	1
dump sentences\V-946_7_.txt	turkey	pork	,	LIST	[,]	2
dump sentences\A-204_8_.txt	cancer	diabetes	, or	LIST	[,, CC]	5
dump sentences\V-426_12_.txt	cancer cells	cancer	, but decreases	AND-CONJ	[,, CC, VBZ]	1
dump sentences\V-1241_0_.txt	tofu	edamame	or	AND-CONJ	[CC]	1
dump sentences\A-53_19_.txt	diet	insulin	, their	LIST	[,, PRP$]	1
dump sentences\V-1128_8_.txt	chicken	eggs	,	LIST	[,]	3
dump sentences\T-992_6_.txt	toxins	heavy metals	or	AND-CONJ	[CC]	1
dump sentences\V-146_2_.txt	cancer cell growth	antioxidant	through	PREP	[IN]	1
dump sentences\V-126_5_.txt	diabetes	heart attacks	,	LIST	[,]	4
dump sentences\T-301_13_.txt	lead	cancer	to high levels of	PREP	[TO, JJ, NNS, IN]	1
dump sentences\V-97_1_.txt	contamination	milk	of	PREP	[IN]	1
dump sentences\V-512_2_.txt	free radicals	produced	are	VP	[VBP]	2
dump sentences\V-900_13_.txt	smoothies	amla	have	VP	[VBP]	1
dump sentences\V-1080_16_.txt	statin	treated	-	-COMPOUND	[]	1
dump sentences\A-196_25_.txt	calories	burned	are	VP	[VBP]	1
dump sentences\A-421_3_.txt	abdominal pain	nausea	,	LIST	[,]	2
dump sentences\V-1095_18_.txt	onions	peas	,	LIST	[,]	1
dump sentences\T-158_3_.txt	sleeping pills	tranquilizers	,	LIST	[,]	8
dump sentences\V-249_11_.txt	potato chips	rice	, puffed	LIST	[,, VBD]	1
dump sentences\V-29_15_.txt	dogs	who	,	LIST	[,]	1
dump sentences\V-699_7_.txt	who	infants	were breast fed as	VP	[VBD, NN, VBN, IN]	1
dump sentences\V-550_13_.txt	blood	pigs	of	PREP	[IN]	1
dump sentences\T-1026_2_.txt	sensitive skin	prostate cancer	,	LIST	[,]	5
dump sentences\T-1783_3_.txt	greens	folic acid	is preferable to	VP	[VBZ, JJ, TO]	1
dump sentences\V-28_26_.txt	fiber	meta-analysis	, was a	AND-CONJ	[,, VBD, DT]	1
dump sentences\V-1193_5_.txt	apple juice	organic	, choose	LIST	[,, VB]	2
dump sentences\V-834_11_.txt	cooked	heart disease prevention	for	PREP	[IN]	2
dump sentences\A-382_16_.txt	leading	cancer	to	PREP	[TO]	4
dump sentences\V-110_3_.txt	sugar	calories	was added as a source of	VP	[VBD, VBN, IN, DT, NN, IN]	1
dump sentences\T-1719_7_.txt	beans	heart disease prevention	for	PREP	[IN]	2
dump sentences\A-350_3_.txt	production	sex steroid hormones	of	PREP	[IN]	1
dump sentences\V-54_12_.txt	salt	poultry	to	PREP	[TO]	1
dump sentences\A-404_1_.txt	endotoxins	gut	across the	PREP	[IN, DT]	1
dump sentences\V-207_13_.txt	immune systems	athletes	of	PREP	[IN]	1
dump sentences\V-389_29_.txt	bologna	salami	,	LIST	[,]	2
dump sentences\A-294_45_.txt	treatments	mental illness	for	PREP	[IN]	1
dump sentences\V-1189_3_.txt	arteries	olive oil	,	LIST	[,]	2
dump sentences\V-451_2_.txt	pollutants	hexachlorobenzene	, like	LIST	[,, IN]	1
dump sentences\V-768_11_.txt	diagnosis	iron	of	PREP	[IN]	2
dump sentences\A-153_17_.txt	grapes	curcumin	,	LIST	[,]	1
dump sentences\A-321_14_.txt	precancerous lesions	esophagus	of the	PREP	[IN, DT]	1
dump sentences\T-538_0_.txt	broccoli	broccoli sprouts	,	LIST	[,]	1
dump sentences\V-1248_2_.txt	bargain	apples	, but	LIST	[,, CC]	1
dump sentences\V-999_0_.txt	saffron	placebo	beat out	VP	[VBD, RP]	1
dump sentences\T-5_0_.txt	indigestion	irritable	or	AND-CONJ	[CC]	1
dump sentences\V-59_19_.txt	contaminated	pathogens	by	PREP	[IN]	1
dump sentences\T-31_4_.txt	garlic	soy foods	,	LIST	[,]	4
dump sentences\A-297_1_.txt	virus	human papilloma virus	,	LIST	[,]	1
dump sentences\T-1915_11_.txt	salt	seaweed	or	AND-CONJ	[CC]	1
dump sentences\A-229_13_.txt	calcium	iron	,	LIST	[,]	1
dump sentences\V-659_3_.txt	who	mutation	developed a	VP	[VBD, DT]	1
dump sentences\T-1896_9_.txt	infected	parasite	with the	PREP	[IN, DT]	2
dump sentences\V-382_2_.txt	down	orange juice	with	PREP	[IN]	4
dump sentences\V-238_33_.txt	dark chocolate	pregnant	for	PREP	[IN]	2
dump sentences\V-387_11_.txt	kidney cancer	raw	,	LIST	[,]	4
dump sentences\V-561_17_.txt	antioxidant effects	plant-based diet	of a	PREP	[IN, DT]	3
dump sentences\A-448_24_.txt	diseases	emphysema	like	IS-A	[IN]	2
dump sentences\V-138_21_.txt	vinegar	fiber	to a high-	PREP	[TO, DT]	1
dump sentences\V-789_0_.txt	farmer	hydroponic greenhouse	with a	PREP	[IN, DT]	2
dump sentences\T-114_6_.txt	breast cancer	treatment	because	PREP	[IN]	2
dump sentences\T-576_0_.txt	dioxins	nitrites	,	LIST	[,]	1
dump sentences\V-731_10_.txt	findings	flax	suggest that a	VP	[VBP, IN, DT]	1
dump sentences\V-138_20_.txt	can	vinegar	add	VP	[VB]	1
dump sentences\A-155_24_.txt	allergies	kids	,	LIST	[,]	2
dump sentences\A-7_29_.txt	flexitarian	vegetarian	or	AND-CONJ	[CC]	2
dump sentences\T-465_6_.txt	iron	manganese	,	LIST	[,]	1
dump sentences\T-1175_18_.txt	meat	telomerase	lacks the ability to boost	VP	[VBZ, DT, NN, TO, VB]	1
dump sentences\V-1100_1_.txt	black beans	lentils	beat out	VP	[VBP, RP]	2
dump sentences\A-33_15_.txt	leading	insulin resistance	to the	PREP	[TO, DT]	4
dump sentences\V-1223_4_.txt	beverages	contaminated	were	VP	[VBD]	1
dump sentences\T-1326_3_.txt	supplements	citric acid	,	LIST	[,]	1
dump sentences\V-272_1_.txt	hypertension	heart failure	,	LIST	[,]	1
dump sentences\T-1728_1_.txt	breast cancer	brain tumor	,	LIST	[,]	7
dump sentences\A-137_23_.txt	smoking	lung cancer	after	PREP	[IN]	2
dump sentences\A-384_18_.txt	corn syrup	brown sugar	,	LIST	[,]	3
dump sentences\V-478_21_.txt	malformations	preterm birth	,	LIST	[,]	2
dump sentences\A-233_5_.txt	gallstones	hemorrhoids	,	LIST	[,]	2
dump sentences\T-158_3_.txt	antacids	pain-killers	,	LIST	[,]	4
dump sentences\T-854_4_.txt	grape juice	vitamin	with added	PREP	[IN, VBN]	1
dump sentences\V-147_16_.txt	phthalates	fragrance	are used as a	VP	[VBP, VBN, IN, DT]	1
dump sentences\V-1168_41_.txt	carrots	cucumbers	,	LIST	[,]	1
dump sentences\V-347_10_.txt	can	vegetarians	see these	VP	[VB, DT]	1
dump sentences\T-1175_6_.txt	cooking	muscles	of	PREP	[IN]	2
dump sentences\V-630_4_.txt	risk	smoked	of those that	PREP	[IN, DT, WDT]	2
dump sentences\V-99_3_.txt	bread	fruit	,	LIST	[,]	1
dump sentences\V-14_341_.txt	disease	healthy eating	through	PREP	[IN]	3
dump sentences\T-992_1_.txt	celiac disease	inflammatory bowel diseases	,	LIST	[,]	2
dump sentences\A-367_15_.txt	garlic	raw	be	VP	[VB]	1
dump sentences\V-321_9_.txt	risk	alcohol	, but	LIST	[,, CC]	2
dump sentences\A-49_5_.txt	plant-based diet	diets	because	PREP	[IN]	2
dump sentences\V-780_3_.txt	blood	urine	or	AND-CONJ	[CC]	3
dump sentences\V-11_4_.txt	can	kidney stones	cause	INFLUENCE	[VB]	2
dump sentences\V-458_8_.txt	broccoli	apples	,	LIST	[,]	3
dump sentences\V-757_0_.txt	arteries	arginine	because of the	PREP	[IN, IN, DT]	1
dump sentences\V-531_11_.txt	beans	cheap	are	VP	[VBP]	2
dump sentences\A-312_15_.txt	pain	natural remedies	with	PREP	[IN]	1
dump sentences\V-144_1_.txt	can	salt	do to lower our	VP	[VB, TO, VB, PRP$]	1
dump sentences\V-602_31_.txt	treatment	strawberries	, with	LIST	[,, IN]	1
dump sentences\V-112_1_.txt	milk	vitamin	with	PREP	[IN]	1
dump sentences\V-131_4_.txt	cirrhosis	can	, which	LIST	[,, WDT]	1
dump sentences\A-189_13_.txt	treated	meat glue	with the	PREP	[IN, DT]	2
dump sentences\T-995_5_.txt	acrylamide	can	, which	LIST	[,, WDT]	1
dump sentences\V-488_20_.txt	chickens	salmonella	without	PREP	[IN]	1
dump sentences\V-1060_16_.txt	catechins	antioxidants	, the	LIST	[,, DT]	1
dump sentences\V-1035_5_.txt	fat	chemicals	, these	LIST	[,, DT]	1
dump sentences\V-826_9_.txt	die	sudden infant death	of	PREP	[IN]	1
dump sentences\T-728_0_.txt	pharmaceuticals	medical	,	LIST	[,]	1
dump sentences\A-179_18_.txt	can	risks	weigh the	VP	[VB, DT]	2
dump sentences\V-1283_8_.txt	white bread	white	,	LIST	[,]	8
dump sentences\A-102_26_.txt	meat	can	, it	LIST	[,, PRP]	2
dump sentences\T-1446_14_.txt	cloves	pomegranate	, dried	LIST	[,, VBD]	1
dump sentences\V-1217_5_.txt	nutrition	water	to the	PREP	[TO, DT]	1
dump sentences\T-1681_5_.txt	menstrual pain	multiple sclerosis	,	LIST	[,]	2
dump sentences\A-45_13_.txt	diet	cholesterol	, their	LIST	[,, PRP$]	2
dump sentences\A-414_20_.txt	plant foods	white	, such as	AND-CONJ	[,, JJ, IN]	1
dump sentences\T-25_2_.txt	leading	stroke	to	PREP	[TO]	1
dump sentences\T-730_10_.txt	pathogens	noroviruses	due to	ADJ	[JJ, TO]	1
dump sentences\V-546_2_.txt	can	symptoms	cause	INFLUENCE	[VB]	2
dump sentences\A-464_11_.txt	green tea	hibiscus	, but	LIST	[,, CC]	4
dump sentences\V-927_3_.txt	fever	symptoms	,	LIST	[,]	1
dump sentences\V-190_19_.txt	therapies	vitamin	likes IV	VP	[VBZ, CD]	1
dump sentences\V-283_19_.txt	chocolate	flavored	-	-COMPOUND	[]	1
dump sentences\T-1743_7_.txt	can	prevent	help 	VP	[VB]	1
dump sentences\T-120_10_.txt	plums	pecans	,	LIST	[,]	1
dump sentences\A-182_22_.txt	diets	meat	versus high-	CC	[CC]	1
dump sentences\T-935_8_.txt	legumes	beets	,	LIST	[,]	1
dump sentences\A-121_17_.txt	diabetes	beans	with	PREP	[IN]	1
dump sentences\V-876_4_.txt	prevention	botulism	of	PREP	[IN]	1
dump sentences\A-474_21_.txt	contamination	muscle	of	PREP	[IN]	1
dump sentences\A-328_46_.txt	fiber	water	,	LIST	[,]	1
dump sentences\V-389_15_.txt	exercise	weight loss	, or the	AND-CONJ	[,, CC, DT]	1
dump sentences\T-936_6_.txt	fructose	alcohol	, like	LIST	[,, IN]	1
dump sentences\V-1269_27_.txt	breakfast cereal	supplements	or	AND-CONJ	[CC]	2
dump sentences\V-145_1_.txt	skin	sunlight	is exposed to	VP	[VBZ, VBN, TO]	1
dump sentences\T-1208_22_.txt	variety	blood	of	PREP	[IN]	1
dump sentences\T-751_3_.txt	kidney stones	atrial fibrillation	,	LIST	[,]	1
dump sentences\T-670_3_.txt	endocrine disruptors	heavy metals	,	LIST	[,]	1
dump sentences\V-300_10_.txt	methionine	can	, which	LIST	[,, WDT]	1
dump sentences\T-851_3_.txt	gout	diet	through	PREP	[IN]	1
dump sentences\V-379_22_.txt	risk	diet	, whereas a	AND-CONJ	[,, IN, DT]	1
dump sentences\V-266_17_.txt	can	brain	slow the accelerated rate of	VP	[VB, DT, VBN, NN, IN]	1
dump sentences\V-204_6_.txt	vegetables	exercise	,	LIST	[,]	1
dump sentences\V-1067_12_.txt	drugs	treat	to try to	PREP	[TO, VB, TO]	1
dump sentences\A-212_32_.txt	joint inflammation	diets	with	PREP	[IN]	2
dump sentences\V-242_18_.txt	smoothies	nitrate	would bypass the	VP	[MD, VB, DT]	1
dump sentences\V-14_288_.txt	smoking	lung cancer	, our	LIST	[,, PRP$]	2
dump sentences\V-182_5_.txt	kidneys	ammonia	create	VP	[VBP]	1
dump sentences\A-247_29_.txt	treatment	soy	with	PREP	[IN]	1
dump sentences\V-251_23_.txt	obesity	industrial pollutants	, but these	AND-CONJ	[,, CC, DT]	1
dump sentences\A-178_29_.txt	book	low-carb diets	about	PREP	[IN]	1
dump sentences\V-1216_2_.txt	can	antioxidants	have three days' worth of	VP	[VB, CD, NNS, POS, NN, IN]	1
dump sentences\T-1175_21_.txt	contaminated	superbugs	with “	PREP	[IN, ``]	1
dump sentences\A-278_19_.txt	cholesterol	oxidation	,	LIST	[,]	2
dump sentences\A-224_9_.txt	tomato sauce	olive oil	,	LIST	[,]	4
dump sentences\A-203_8_.txt	stroke	mortality	, or	LIST	[,, CC]	1
dump sentences\V-1017_7_.txt	hypertension	obesity	,	LIST	[,]	5
dump sentences\V-393_5_.txt	pregnant women	risk	do to decrease this	VP	[VBP, TO, VB, DT]	4
dump sentences\V-381_10_.txt	fish	anchovies	like	IS-A	[IN]	2
dump sentences\T-1240_2_.txt	mood	anxiety	or	AND-CONJ	[CC]	1
dump sentences\A-175_6_.txt	rapamycin	drug	, a	LIST	[,, DT]	3
dump sentences\A-382_16_.txt	stomach inflammation	stomach cancer	to	PREP	[TO]	5
dump sentences\V-686_7_.txt	cocoa	roast	,	LIST	[,]	1
dump sentences\V-349_12_.txt	cancer	prevent	helps to	VP	[VBZ, TO]	2
dump sentences\A-63_4_.txt	over	platelets	-activity of	PREP	[IN]	2
dump sentences\V-16_39_.txt	eggs	dairy	, or	LIST	[,, CC]	5
dump sentences\A-267_26_.txt	who	symptoms	started with	VP	[VBD, IN]	2
dump sentences\V-153_12_.txt	alpha-carotene	beta-carotene	or	AND-CONJ	[CC]	1
dump sentences\V-1158_6_.txt	spoiling	toxins	,	LIST	[,]	1
dump sentences\V-278_25_.txt	risk	high blood pressure	of	PREP	[IN]	7
dump sentences\V-375_7_.txt	fats	fish	of	PREP	[IN]	2
dump sentences\V-1095_18_.txt	leeks	corn	,	LIST	[,]	1
dump sentences\A-30_14_.txt	cilantro	bugs	does taste like	VP	[VBZ, VB, IN]	2
dump sentences\V-1288_18_.txt	diets	prevent	to	PREP	[TO]	8
dump sentences\A-445_24_.txt	can	beans	of their	PREP	[IN, PRP$]	1
dump sentences\V-54_15_.txt	potato chips	chicken	, but	LIST	[,, CC]	1
dump sentences\A-81_15_.txt	flaxseeds	lignans	are packed with	VP	[VBP, VBN, IN]	2
dump sentences\T-120_10_.txt	pomegranates	artichokes	,	LIST	[,]	1
dump sentences\T-120_10_.txt	dates	date sugar	,	LIST	[,]	2
dump sentences\T-1482_3_.txt	symptoms	risk	, reduce the	AND-CONJ	[,, VB, DT]	1
dump sentences\A-379_20_.txt	morning sickness	recipe	should spread this	VP	[MD, VB, DT]	1
dump sentences\A-83_8_.txt	tea	lemon	without	PREP	[IN]	3
dump sentences\T-30_13_.txt	sugar	salt	,	LIST	[,]	4
dump sentences\V-1296_12_.txt	sushi	fecal bacteria	for	PREP	[IN]	1
dump sentences\T-1121_20_.txt	fish	kombucha tea	,	LIST	[,]	2
dump sentences\V-445_13_.txt	fruits	can	,	LIST	[,]	2
dump sentences\T-1768_2_.txt	carbohydrates	rice	like	IS-A	[IN]	1
dump sentences\V-739_2_.txt	weight control	energy	is to substitute low-	VP	[VBZ, TO, VB]	4
dump sentences\V-328_9_.txt	short-chain fatty acids	butyrate	, such as	AND-CONJ	[,, JJ, IN]	1
dump sentences\V-263_3_.txt	endothelium	oxidation	is to	VP	[VBZ, TO]	1
dump sentences\A-137_9_.txt	lung cancer	genetic	was a	VP	[VBD, DT]	4
dump sentences\V-752_5_.txt	nuts	pain	are just such a	VP	[VBP, RB, JJ, DT]	1
dump sentences\V-216_9_.txt	hot dogs	sausage	,	LIST	[,]	10
dump sentences\V-900_1_.txt	arsenic	cadmium	, or	LIST	[,, CC]	1
dump sentences\V-187_6_.txt	kids	risk	at	PREP	[IN]	1
dump sentences\V-690_11_.txt	lead	skin	to	PREP	[TO]	1
dump sentences\V-310_23_.txt	plant protein	animal protein	for	PREP	[IN]	4
dump sentences\V-46_6_.txt	colon	prostate	,	LIST	[,]	1
dump sentences\V-802_3_.txt	broccoli	citrus	,	LIST	[,]	1
dump sentences\V-1013_12_.txt	vegetables	white	are	VP	[VBP]	1
dump sentences\V-333_9_.txt	ceramide	lipotoxicity	, that cause	AND-CONJ	[,, WDT, VBP]	1
dump sentences\V-603_18_.txt	sweetened	cranberries	dried	VP	[VBD]	2
dump sentences\A-254_34_.txt	plant-based	plant	is that	VP	[VBZ, DT]	1
dump sentences\T-1298_2_.txt	muscle tremors	cooked meat	due to the levels of	ADJ	[JJ, TO, DT, NNS, IN]	4
dump sentences\V-1048_16_.txt	milk	hormones	is a rich source of these	VP	[VBZ, DT, JJ, NN, IN, DT]	1
dump sentences\T-298_6_.txt	who	gluten	feel they are	VP	[VBP, PRP, VBP]	1
dump sentences\A-494_6_.txt	medical schools	healthy eating	about the power of	PREP	[IN, DT, NN, IN]	1
dump sentences\V-44_10_.txt	eyes	blood	to dilate.What about the	PREP	[TO, NN, IN, DT]	1
dump sentences\V-455_15_.txt	risk	breast cancer	of both types of	PREP	[IN, DT, NNS, IN]	1
dump sentences\T-751_3_.txt	cataracts	ciguatera poisoning	,	LIST	[,]	2
dump sentences\V-905_24_.txt	can	root	get at the	VP	[VB, IN, DT]	1
dump sentences\V-966_4_.txt	asbestos	benzene	,	LIST	[,]	1
dump sentences\T-980_2_.txt	lead	cancer growth	to 	PREP	[TO]	2
dump sentences\V-603_1_.txt	colon	brain tumor	,	LIST	[,]	4
dump sentences\V-178_22_.txt	vegetables	berries	, like	LIST	[,, IN]	1
dump sentences\A-356_0_.txt	lifespan	metabolic syndrome	,	LIST	[,]	1
dump sentences\V-847_7_.txt	offal	eggs	,	LIST	[,]	1
dump sentences\V-132_21_.txt	beans	treatment	for the	PREP	[IN, DT]	1
dump sentences\V-134_5_.txt	spinach	beets	or	AND-CONJ	[CC]	1
dump sentences\V-56_6_.txt	sugar	lactose	, though,	LIST	[,, RB, ,]	1
dump sentences\V-289_11_.txt	who	vitamin	used	VP	[VBD]	1
dump sentences\V-224_5_.txt	seeds	poultry	,	LIST	[,]	1
dump sentences\T-191_5_.txt	phytonutrients	eye	, like the	AND-CONJ	[,, IN, DT]	1
dump sentences\A-236_1_.txt	safety limits	can	,	LIST	[,]	2
dump sentences\A-78_2_.txt	red meat	processed meat	or	AND-CONJ	[CC]	6
dump sentences\T-395_2_.txt	living	cats	with either	PREP	[IN, CC]	1
dump sentences\A-373_14_.txt	nuts	almonds	, like	LIST	[,, IN]	2
dump sentences\A-103_9_.txt	drug	diet	, or	LIST	[,, CC]	1
dump sentences\A-84_28_.txt	tea	can	out of a	PREP	[IN, IN, DT]	2
dump sentences\T-219_2_.txt	can	precancerous	reverse	VP	[VB]	2
dump sentences\T-751_2_.txt	arsenic	putrescine	, DDT,	LIST	[,, NNP, ,]	1
dump sentences\V-1124_15_.txt	cows	lactate	 to	PREP	[TO]	1
dump sentences\V-128_4_.txt	fruits	seeds	,	LIST	[,]	1
dump sentences\A-430_9_.txt	plant protein	plant fat	or	AND-CONJ	[CC]	10
dump sentences\V-581_17_.txt	can	eggs	help disassociate	VP	[VB, VB]	2
dump sentences\V-234_4_.txt	treadmill	beet juice	after two shots of	PREP	[IN, CD, NNS, IN]	2
dump sentences\V-645_3_.txt	teeth	gingivitis	, like	LIST	[,, IN]	1
dump sentences\V-193_22_.txt	fruits	recipes	to	PREP	[TO]	1
dump sentences\V-475_26_.txt	variety	spices	of	PREP	[IN]	2
dump sentences\T-204_1_.txt	health	beer	,	LIST	[,]	1
dump sentences\V-271_6_.txt	constipation	diarrhea	or	AND-CONJ	[CC]	1
dump sentences\V-981_3_.txt	arachidonic acid	inflammatory	to trigger the	PREP	[TO, VB, DT]	1
dump sentences\V-350_0_.txt	neurotoxins	produced	,	LIST	[,]	1
dump sentences\V-90_9_.txt	strokes	fruit	,	LIST	[,]	1
dump sentences\A-138_1_.txt	mouth	stomach	or	AND-CONJ	[CC]	1
dump sentences\V-651_3_.txt	fish	birds	, or	LIST	[,, CC]	2
dump sentences\T-257_7_.txt	whole grains	beets	,	LIST	[,]	4
dump sentences\V-45_20_.txt	heart attacks	strokes	,	LIST	[,]	23
dump sentences\A-105_17_.txt	celiac disease	wheat	, a	LIST	[,, DT]	2
dump sentences\V-220_13_.txt	health	can	as we grow older, as you	PREP	[IN, PRP, VBP, JJR, ,, IN, PRP]	1
dump sentences\A-425_9_.txt	diets	mood	, their	LIST	[,, PRP$]	1
dump sentences\V-407_9_.txt	virus infection	leading	, the	LIST	[,, DT]	4
dump sentences\A-104_24_.txt	dairy	eggs	, or	LIST	[,, CC]	2
dump sentences\V-548_5_.txt	methionine	oxidant	is thought to have a “pro-	VP	[VBZ, VBN, TO, VB, DT, ``]	1
dump sentences\V-619_10_.txt	biomarker	cancer	associated with	VP	[VBN, IN]	2
dump sentences\V-13_145_.txt	pork	egg	,	LIST	[,]	1
dump sentences\V-144_8_.txt	tomato	sweet peppers	,	LIST	[,]	1
dump sentences\V-538_17_.txt	infected	pork	by	PREP	[IN]	2
dump sentences\V-1145_4_.txt	animal fats	risk	, they	LIST	[,, PRP]	2
dump sentences\A-438_22_.txt	natural remedies	nausea	for	PREP	[IN]	1
dump sentences\A-245_9_.txt	beans	convenient	are	VP	[VBP]	2
dump sentences\V-854_1_.txt	survival	women	of	PREP	[IN]	1
dump sentences\A-35_3_.txt	drugs	cholesterol	, such as	AND-CONJ	[,, JJ, IN]	1
dump sentences\T-990_2_.txt	baby	breastfeeding	through	PREP	[IN]	1
dump sentences\V-879_2_.txt	carrots	beets	,	LIST	[,]	1
dump sentences\T-1873_10_.txt	who	meat	eat the	VP	[VBP, DT]	1
dump sentences\V-268_4_.txt	treatment	doctors	is for	VP	[VBZ, IN]	1
dump sentences\A-139_0_.txt	antioxidants	curcumin	such as	IS-A	[JJ, IN]	1
dump sentences\V-896_3_.txt	atherosclerosis	leading	, our	LIST	[,, PRP$]	1
dump sentences\V-987_1_.txt	who	breast cancer	have	VP	[VBP]	2
